path,transcription
audios_segment/audio_01722.wav,नमरुन्जेल सिक्छु होला। अ जे होस् मैले एउटा patience धैर्यता सिकेँ भनौँ न। धैर्य हुने अ धेरै हतार नगर्ने यही हो
audios_segment/audio_01723.wav,मैले सिकेको अरु त अब खै थाहा छैन मलाई मेरो बोलीमा के के निस्किन्छ त्यहाँबाट थाहा होला। underdog जस्तो लाग्छ आफुलाई हुन्छ नि आफु कतैबाट कतैबाट आएको त होइन नि त
audios_segment/audio_01724.wav,कुनै जस्तो यो cinemaमा family हैन हैन हैन कहिँबाट होइन खासमा म एउटा normal भनौँ न modelingबाट आएको मान्छे हो। modeling गर्दै थिएँ। सोचेको थिएन
audios_segment/audio_01725.wav,यति चाँडो cinemaमा आउँछु भनेर म त्यतिबेला त्यो opportunity आएको हो। opportunity चाहिँ grab गरेको हो मैले। अनि त्यही नै हो अब अरु त अब अहिलेसम्म
audios_segment/audio_01726.wav,छु चल्दै छु गर्दै छु। त्यो opportunity के मलाई त्यो जमानामा त्यो Safarको opportunity आएको याद आउँछ के मलाई आफुले त्यो शब्द भनेपछि हैन त्यो त्यो opportunities important हो नि हो यो
audios_segment/audio_01727.wav,Host Caspianको Caspian College लेखेको रहेछ हैन Hostelको हैन त यो welcome partyको scene हो क्यारे यो हैन Hostel Radio यो यति बेला अझै चाहिँ यो shirt t-shirt खोल्नु पर्यो हैन t-shirt खोल्दा
audios_segment/audio_01728.wav,त्यहाँ कराउनु भएको थियो audiencesहरु चिच्याउनु भएको थियो। म यहाँ shivering भइसकेको थिएँ मेरो जिउ नै जाडो जाडोमा हो त्यो माथि हेर्नु त त्यहाँ jacket
audios_segment/audio_01729.wav,ला Nazir हो नि त्यो अ Nazir हो Nazir यो हाम्रो एउटा scene हामीले एउटा scene गरेका थियौँ सानो फिल्मको त्यही scene गर्ने बेलाको हो अहिले Nazirको Nazirको Instagram खोलेर
audios_segment/audio_01730.wav,देखाऊ त यही अहिले real timeमा open Instagram and show Nazir Nazir is buffed up अहिले म भन्छु Nazirलाई त को बाट inspired भएको जिस्केर त को बाट inspired भएको भन् त
audios_segment/audio_01731.wav,भन्छु अ तँ हो के तँ हो भन्छ त्यो तेस्रो चौथो पाँचौँ फोटो गर तल तल अ पाँचौँ द्याट्स छैटौँ बाबु पाँचौँ हो look at him हैन मलाई proud म
audios_segment/audio_01732.wav,proud feel गर्छु एकदमै किनभने हामीले देखेका छौँ नि त Nazirको journey हैन एकदम emotional पनि छ Nazir अब हामी Hostel Returnsमा सँगै थियौँ। एकदमै सफा मनको सफा
audios_segment/audio_01733.wav,emotional अ actor खतरा actor भइहाल्यो। तर time timeमा म अस्ति नै Agastyaको premiereमा नि मैले भनेको थिएँ Nazirलाई ल अब त भन् यहाँ exactly कोबाट inspired भएको त भन् भन्थेँ के मैले अनि त्यसले भन्थ्यो तँबाट
audios_segment/audio_01734.wav,हो के तँबाट भने हैन मैले Naz सँग कुरा हेरेर बेलामा त्यो weight gain गर्नु भनेको एकदम गाह्रो कुरा लाग्छ के मलाई personally पनि हैन म पनि त्यसमा struggle गर्छु हैन मेरो पनि हो नि मेरो जस्तो हामी सबैको
audios_segment/audio_01735.wav,metabolism high रहेछ खासमा मेरो नि metabolism high तपाईँको नि high रहेछ Nazirको नि high छ। यति खानुपर्छ कि यति खानुपर्छ दुई-चार दिन खान मिलेन भने दुब्लाइहाल्छ। म नि त्यस्तै हो। स्वात्तै
audios_segment/audio_01736.wav,घट्छ के अ स्वात्तै मेरो पनि स्वात्तै यो गाला पनि स्वाट्ट सुट गइहाल्छ अनि जिउ पनि गइहाल्छ त्यो जस्तो अब बढ्न नि फेरि चाँडो बढ्छ खाँदा धेरै राम्ररी मिलाएर खायो भने चाहिँ तर खान भने चाहिँ high हुँदा तातिन्छ
audios_segment/audio_01737.wav,every time तातिरा हुन्छ होला तपाईँको जिउ पनि चिसो भन्दा नि घटै हुन्छ रन्किन्छ नि मेरो हो त्यो metabolism high भएको हो खासमा त्यो interesting conversation हुने भयो यार ल good man हैन त्यो discipline के
audios_segment/audio_01738.wav,हैन यो दश वर्षमा हैन त्यो त्यतिखेर त त्यतिखेरको discipline र आजको disciplineमा उमेर बढ्दै गइसकेपछि झन् extra discipline गर्नुपर्छ जस्तो लाग्दैन आफुलाई अ गर्नुपर्छ मेरो चाहिँ workoutको
audios_segment/audio_01739.wav,discipline त त्यही भयो। अर्को अब खाने dietsहरुमा पनि मिलाइरा हुन्छु। discipline चाहिँ चाहिन्छ नत्र आजसम्म नि maintain हुँदैन थियो नि त body। बिचमा छोडेको भए दश वर्षमा त मान्छेको अ body change भइसक्छ।
audios_segment/audio_01740.wav,मान्छे aged पनि देख्छ नि discipline खानै मिलेन workout गरेन भने चाँडो age पनि चाँडो चाँडो बढेको जस्तो पेट लाग्न साथ मान्छे बुढो देखिहाल्छ। सो disciplineले नै मलाई
audios_segment/audio_01741.wav,अहिले सम्म नै help गरेको म खादिनँ। म पहिला frankly भन्नु पर्दा मेरो एउटा बानी चाहिँ के छ भने मैले फिल्मको लागि चाहिँ खाए Outlawको लागि तर म नखाने भने चाहिँ quit गर्न सक्छु एकदम easily। रक्सी त म
audios_segment/audio_01742.wav,खाँदै खान्न। रक्सी चाहिँ मलाई किन हो? किन मलाई रक्सीको tastenै मन पर्दैन। त्यो सुघ्न नि मन लाग्दैन खासमा। रक्सी चाहिँ चुरोट फिल्मको लागि on and off भएको थियो। अहिले फेरि छोडेको खाएकै छैन। मलाई त्यो खानु
audios_segment/audio_01743.wav,addict चाहिँ म कहिले नि हुँदिन केही कुरामा पनि। easily छोड्न सक्छु। त्यो mentally नै prepare छु यो हुँदा भनेपछि यो हुन्न। mentally त्यसरी नै मेरो mindset छ के। त्यो नगर्ने भनेपछि हैन नगर्ने भनेर
audios_segment/audio_01744.wav,हैन त्यही छ त्यो मलाई Hugh Jackman के Wolverine Hugh Jackman मलाई एकदम मन पर्ने व्यक्ति हो के हैन as a person पनि मनपर्ने र त्यो character पनि एकदम मन पर्ने हैन अनि उनले चाहिँ उनलाई उनको favorite खाने
audios_segment/audio_01745.wav,कुरा चाहिँ त्यो के भन्छ spaghetti र meatball रे के ए okay हैन तर कति समय भएर के नखाएको अ हैन अब त्यो disciplineमा disciplineमा बस्नलाई हैन त्यो उमेरमा चाहिँ झन् अब कल्पना गरौँ न चालीस-पचास मा चालीस-पचास
audios_segment/audio_01746.wav,हैन उहाँ त भयो होला पचास भयो होला सायद अझ बेसी भयो किर भएर नि हेर Wolverine Hugh Jackmanको age हैन किनभने हामी नै अब बत्तीस पुगिसक्यौँ
audios_segment/audio_01747.wav,भने हामी त सानो बेलाबाट childhood देखि X-Men बाट हेरिराको म चालीस पुग्न लागेँ हैन हैन real time गर न let's show it to everybody come on madam you can do
audios_segment/audio_01748.wav,it अ Wolverine vs Deadpool हैन हैन त्यस्तो गर्नु पर्यो X-Men हो X-Men बाट हामीले चिनेको Wolverine भनेर ओहो Wolverine
audios_segment/audio_01749.wav,X-Men is is Hugh Jackman गर त बाबु Hugh Jackman है see damn त्यो धेरै नै हो नि जाउ त
audios_segment/audio_01750.wav,imagesमा अनि open the one अनि यो अहिलेको होला हो अहिलेको हो यो अ हैन back जाउ त बा ठ्याक्क तल जाउ
audios_segment/audio_01751.wav,त no go back go back हो that one second picture हो that one यो firstको हो क्यारे हो त हैन बीस vs जुम इन टु दिस फोटो दुई हजार मा
audios_segment/audio_01752.wav,यस्तो थियो हैन त यो disciplineले हो नि त यो त motivationले कहाँ हो त नि and still on steroids bro हैन steroids त अब त्यो चाहिन्छ नै अब देखाउनै पर्ने filmमा
audios_segment/audio_01753.wav,देखिनै पर्ने छ भने त अब गर्नै पर्यो नि त filmकै लागि भए पनि गर्नु पर्यो नि त steroids लिनै पर्यो हो हो हो हो हो at one point help लिनु भयो त्यो session therapy देखि लिएर सबै थोक लिनु पर्यो हैन
audios_segment/audio_01754.wav,अब उनीहरुको levelमा त के मात्र छैन होला available हैन तर ६ मा is that त्यस्तो ripped त्यो 30sमा होला most probably हैन चौबीस भनेपछि चौबीस years ago भनेपछि अ 30sमा तर
audios_segment/audio_01755.wav,पनि leftको पनि not bad हो steroidsमा भए पनि workout त गर्नै पर्यो नि त मान्छेलाई लाग्छ steroids खाने बित्तिकै ज्यान बन्छ भने त्यो त हुँदै हुँदैन त्यसको
audios_segment/audio_01756.wav,लागि झन् बेसी workout गर्नुपर्छ। खतरा पेल्नु पर्छ आफ्नो diet plan के थियो cinemasहरु गर्दा खेरि अ मेरो चाहिँ normally म
audios_segment/audio_01757.wav,supplementsहरु चाहिँ त्यस्तो खादिनँ। मेरो चाहिँ नर्म मैले कुनै नि supplement खान्न म maintain गर्ने हो। मैले लगभग natural diet egg चना र meat भयो अ chicken oats
audios_segment/audio_01758.wav,banana यिनीहरुलाई नै मिलाउँछु म खासमा। अहिले नि म खाएर आएको भने त्यही oats egg peanut butter अनि चना यही नै maintain गरे पुग्छ जस्तो लाग्छ मलाई creatine
audios_segment/audio_01759.wav,वेट कहिले ठान्छु। creatine चाहिँ अब जस्तो filmको लागि भयो भने अब अलिकति bulk देख्नु भएको छ भने त्यसले water retention गर्छ अनि चाँडो bulkमा राख्छ नि त creatine
audios_segment/audio_01760.wav,भनेको scientifically proven सबभन्दा अ बढीलाई केही असर नपार्ने supplement हो। तर proteinsहरु त्यो proteinमा depend भयो भने चाहिँ हामीलाई चाहिँ अब gameमा जानेहरुलाई त ठिक हो। तर proteinमा हामीले
audios_segment/audio_01761.wav,चाहिँ depend भयो भने त्यो खानुजेल सम्म चाहिँ आफुलाई फुलेको जस्तो राम्रो भएको जस्तो लाग्छ। खान छोडिसकेपछि चाहिँ फेरि गलिहाल्छ। त्यसैले supplement चाहिँ मेरो चाहिँ जहिले natural diet हो। कतै न कतैबाट
audios_segment/audio_01762.wav,केही केही issues केही problems छ spasm नभए त्यस्तो छैन छैन त्यस्तो केही पनि problem भएको छैन मेरो म stretchingsहरु पनि गरिरा हुन्छु one hour लगभग meditation र Om normally Om गर्छु। Om
audios_segment/audio_01763.wav,र stretching चाहिँ one hour छुट्याउँछु त्यसको लागि। good अहिले चाहिँ त्यस्तो गर्न पाएको छैन अहिले यही promotionको हतार हतार हुन्छ सबै ठाउँ जानलाई। तर normally अरु दिन चाहिँ मैले गरिरा हुन्छु। Om एक घण्टा
audios_segment/audio_01764.wav,चाहिँ normally meditation stretching हुन्छ अनि अर्को पन्ध्र minutes one hour जति चाहिँ अनि workout गर्छु। weight lifting अ weight lifting nicer no lucky man I hope no
audios_segment/audio_01765.wav,त्यसरी नै बसोस् यार मेरो चाहिँ problem छ के मेरो यो upper trap हैन weak भएर पनि हो त्यो माथि खै बसाइ पनि नमिलेर हो कि के होला हैन जमाना देखि यो चाहिँ like कति दश-पन्ध्र वर्ष भइसक्यो होला हैन कहिलेकाही pull
audios_segment/audio_01766.wav,भइदियो भने चाहिँ मेरो गयो के एक हप्ता एक हप्ता I am finished के like stretchingsहरु हल्का light चाहिँ गर्दा हुन्थ्यो stretchingsहरु normally त्यस्तै गर्दा चाहिँ ठिकै
audios_segment/audio_01767.wav,हुन्थ्यो। अनि एकैचोटी हे हान्नु भएन त्यसमा त एक बेला यस्तो ठुलो mistake गरेको हो मैले हैन त्यो चाहिँ मेरो अहिलेसम्म नि मलाई जोस जोस जोशमा heavy उचाल्दिनु भयो होला न उचालेपछि worst गरेँ
audios_segment/audio_01768.wav,उचालेपछि झन् मुर्खता गरेँ के मैले हैन म के रे dumbbell press गरिरा थिएँ हैन slightly inclineमा गर्नु पर्ने थियो हैन मैले म कस्तो मुर्खमा flatमा गरेँ
audios_segment/audio_01769.wav,अर्को साथीले ठ्याक्क बीस किलो राखेको थियो हैन म पन्ध्र बाट एकैचोटी बीस मा jump गरेँ हैन पहिलो गल्ती त्यो गरेँ मैले हैन त्यो गर्नै हुँदैन थियो हैन त्यो गरिसकेपछि मैले चाहिँ
audios_segment/audio_01770.wav,support पनि लिन त्यो दुई कप extra coffee खाए होला के थियो होला त्यो त्यो त्यस्तै त हुने हो नि त हैन हुने नै injury हुने नै त्यस्तै हुने त्यस्तै के थियो हैन मैले pickup गरेँ मैले सबैभन्दा मुर्ख काम चाहिँ के
audios_segment/audio_01771.wav,गरेँ भने त्यो दिन म अहिलेसम्म पनि regret गर्छु के मैले त्यो कुरा हैन सकाएँ मैले 10 reps सकाएँ 10 reps सकाएँ चुप बोलाएर मैले यहाँ राखेर हैन अनि slide गरेर छोड्दिनु पर्ने थियो के हैन मैले के गरेको
audios_segment/audio_01772.wav,होला के गर्नुभयो फेरि push गर्नु भयो कि हैन म माथि उठेँ के ओहो त्यो त्यो अब के थियो त्यतिखेर हैन के सोचेँ के गरेँ मैले हैन म माथि यस्तो मात्र गर्ने किटक्क गरेँ
audios_segment/audio_01773.wav,के पछाडि यो dumbbell हातमै लिएर अ अनि त्यो बीस-बीस थियो म त्यो दिन परेँ के म as soon as त्यो किटक्क गर्ने बित्तिकै मैले बुझेँ कि मैले muscle तन्काएँ कतै न कतै भनेर हैन अनि
audios_segment/audio_01774.wav,त्यसपछि त instantly नि एक दुई एक दुई सेकेन्डमै म माथि त्यो टमेल राख्ने मलाई दुख्न थालिहाल्यो नि त्यसपछि मैले लगभग IPT पन्ध्र दिन जति पन्ध्र दिनमा long rest
audios_segment/audio_01775.wav,गर्नु भयो कि भएन हैन rest त गरेँ मैले पन्ध्र दिनमा सात दिन therapy नै गर्नु पर्यो electro therapy अनि त्यसपछि acupuncture गरेँ मैले अनि बल्ल लगभग मलाई अलिअलि recover भयो
audios_segment/audio_01776.wav,पन्ध्र दिन जति लाग्यो recover भएर निस्किनलाई हैन त्यो भनेको त्यो अब के गर्नु अब त्यो भइहाल्यो त्यो मुर्खता त्यो अब mistake गल्ती हैन ठिक छ गल्ती अब second time
audios_segment/audio_01777.wav,गर्नु भएन नि त त्यही गल्ती second timeमा त्यो छोड्ने अनि यसरी उठ्ने मलाई एउटा therapistले चाहिँ कस्तो मजाले के सिकाउनु भएको थियो भन्दा खेरि जहिले पनि टाउको यसरी उठ्नु भएन हैन side गरेर चाहिँ
audios_segment/audio_01778.wav,सुत्ने बेला नि त्यही हो जहिले नि सुत्ने हामी सुत्छौँ नि सुत्ने बेला नि कहिले नि यसरी उठ्नु हुँदैन भन्छ के जहिले छड्के उठ्नु पर्छ भन्छ के side हैन अ sideबाट उठ्नु पर्छ भन्छ के यस्तरी खै के हो कारण
audios_segment/audio_01779.wav,मलाई थाहा छैन तर हामी normally सुतिरा हुन्छौँ यस्तरी सिधा उठ्दा चाहिँ अलि injuriesहरु हुने chances धेरै हुन्छ रे। त्यो जुन उमेरलाई पनि अ सुत्ने बेला हामीले normally जुन उमेरलाई पनि सो उनले
audios_segment/audio_01780.wav,चाहिँ मलाई अनि सायद ego जस्तो पहिला पहिला म पनि ego lifting गर्थेँ एकदमै पहिला पहिला एकदम त्यो हुन्छ नि त अब म त जति पनि उचाल्दिन्छु जति निन मसँग videosहरु पनि होला phoneमा म squat
audios_segment/audio_01781.wav,हान्थेँ यहाँ एक सय बीस kg यहाँ एक सय बीस लगभग दुई सय चालीस kg गर्थेँ के squatsहरु हरु bench pressesहरु १००-१०० हाल्ने bench press त्यो एउटा हुन्छ नि जोस त्यो पहिला जोस
audios_segment/audio_01782.wav,जति नि उचाल्दिन्छु म त भन्ने जोस आउँथ्यो तर जति गर्दै गएँ अहिले चाहिँ हैन फिट हुने हो त्यो कसलाई देखाउनु छ र ego lifting गरेर हैन त्यसैले अहिले चाहिँ बरु पचास
audios_segment/audio_01783.wav,उचाल्छु कम उचाल्छु तर मिलाएर गर्छु भन्ने चाहिँ हुन्छ अहिले squat पनि लगभग धेरै गर्दिन पचास-पचास kg साठी kg हाल्छु। त्यो ego liftingले चाहिँ one time आएर चाहिँ
audios_segment/audio_01784.wav,त्यो अरुलाई देखाउनलाई हो कि है के हो त्यो भित्र मनम गर्छु म त यो नि गर्छु नि त्यो नि अझै पुगेन भनेर मान्छे अझै थप भने गरिन्छ के। तर अहिले चाहिँ त्यसरी गर् अहिले कम गर्ने तर ठ्याक्क मिलाएर गर्ने
audios_segment/audio_01785.wav,चाहिँ हुन्छ अहिले चाहिँ मैले बुझेको यो उमेरले रहेछ के अ उमेर हो त्यो ageले हुन्छ एकदम हो त्यो सिक्दै जाने हो त्यहीबाट age मलाई चाहिँ age र injury हैन त्यो दुइटा हो मलाई चाहिँ म एकदम बुझ्छु यार म कस्तो
audios_segment/audio_01786.wav,relate गर्न सक्छु यो कुरा है मलाई चाहिँ age अनि injuryले पनि हैन कहिलेकाहीँ खै ठिकै गरेको जस्तो लाग्छ तर अलिकति के बिग्रिन्छ ठ्याक्क muscleमा परिहाल्यो के अनि
audios_segment/audio_01787.wav,त्यो परेपछि गयो दुई-चार दिन ठण्डाराम अनि त्यसपछि त्यो गर्न नमिल्ने अरु workoutsहरु गर्न मिलेन normally अब उठबस सुटबसहरु free weightमा normally
audios_segment/audio_01788.wav,stretchingsहरु गरेको चाहिँ राम्रै हो। healthy चाहिँ भइरहनु पर्यो। अनि त्यही हो मैले चाहिँ stretchingलाई priority किन दिन्छु भने हामी normally कतिबेला के
audios_segment/audio_01789.wav,भइरहेको हुन्छ नि हिँड्दा लड्दा सड्किरहेको हुन्छ। अनि त्यो सानो सड्केको हुन्छ तर त्यसले लामो effect सम्म लामो समय सम्म effect गरिरा हुन्छ नि त त्यसैले अहिलेबाट नै stretchingsहरुलाई time दियो भने थोरै
audios_segment/audio_01790.wav,थोरै meditation थोरै थोरै stretchingलाई पछि त्यो शान्ति नहुँदा पनि त्यसले त्यो recover हुन समय लाग्दैन चाँडो recover हुन्छ जस्तो लाग्छ त्यो चाहिँ मलाई एकदम मन पर्यो त्यसको दोषी म पनि हो के म खासै त्यो
audios_segment/audio_01791.wav,stretchingलाई धेरै time दिन्न के हैन आफुले भनिसकेपछि मलाई त्यो झन् त्यो पर्यो के मलाई हुन्छ नि म म एकदम stretchingलाई चाहिँ एकदम minimalistic time दिने मान्छे परेँ के हैन कति मिनेट पन्ध्र मिनेट जति
audios_segment/audio_01792.wav,पच्चीस-तीस minutes दिने अ पच्चीस अब अरुबेला ६ बजे उठिरहेको छ भने ५:४५ मा उठेर जाने gym जाने पन्ध्र
audios_segment/audio_01793.wav,मिनेट extra गर्ने त्यो आफुलाई हो नि त अरु कसैको लागि गरिरा होइन हामीले कसैलाई देखाउन लागि गरिरा होइन हामी आफ्नो healthको लागि गरिरा नि त health health is wealth त्यतिकै भनेको होइन नि त health छ भने तपाईँ healthy
audios_segment/audio_01794.wav,हुनुहुन्छ भने सबै कुरा संसारको सबै कुरा छ। healthy छैन भने तपाईँसँग केही पनि छैन। तपाईँ सोच्नु न जस्तो जस्तो अ तपाईँसँग पैसा टन्नै छ तपाईँ billionaire billionaireको मालिक हुनुहुन्छ
audios_segment/audio_01795.wav,तपाईँ अ एउटा beachमा खतरा beachमा गएर बसिरहनु भएछ हैन समुद्रको छेउमा गएर तपाईँको lavish villaमा गएर बसिरहनु भएछ तर तपाईँ थुक निल्दा तपाईँलाई घाटी दुख्छ के अब
audios_segment/audio_01796.wav,त्यसको उपचारै छैन। थुक निल्दामा घाटी एकदम घोच्छ के। त्यसको केही उपचारै छैन भनेपछि त्यत्रो सम्पत्ति छ भिल्ला छ यो घाटी दुख्ने समस्या नै ठिक भयो healthै ठिक
audios_segment/audio_01797.wav,छैन भने त्यो के काम लाग्यो त? हैन most important thing पैसा power status त्यो सबै भन्दा majorly चाहिँ healthलाई राख्नुपर्छ। health अनि त्यही त
audios_segment/audio_01798.wav,त्यो health ठिक छ भने त सबै कुरा follow आफुको कर्म अनुसार सबै कुराले follow गरिहाल्छ नि। mental health या mental health पनि एकदमै important खास म overthinking गर्छु। मेरो मेरो problemnै यही
audios_segment/audio_01799.wav,हो खासमा म एकदमै overthink केही कुराको केही कुरा पढ्दै छु भने या पढ्दै छु या केही कुरा सुन्दै छु भने म त्यो धेरै नै सोच्छु त्यो बारे। अनि mental health पनि
audios_segment/audio_01800.wav,त्यसैले त्यसै त्यही कारण पनि मैले खास Om गर्न थालेको meditation गर्न थालेको हो। त्यो चाहिँ अब त्यो बानी भनौँ न पहिला देखिको बानी यो चाहिँ म म आफै पनि अलिकति अ आफ्नो mental health अ ठिक पार्ने
audios_segment/audio_01801.wav,प्रयसमा छु। अ मेन् अ त्यो Om गर्छु भनेको चाहिँ exactly यसलाई बुझाउनु पर्यो भने Om भनेको आफ्नो breathing भनौँ न हाम्रो दिमागमा mentally हामी धेरै कुरा सोचिरा हुन्छौँ। धेरै कुरा overthink गरिरा
audios_segment/audio_01802.wav,हुन्छौँ। अनि यसले depression problem भएको हुन्न तर problem create हुनु भन्दा अगाडि नै create भइसकेको हुन्छ के आफ्नो दिमागमा। सो यसलाई चाहिँ
audios_segment/audio_01803.wav,mentally एउटा आफ्नो सबै अ दिमागलाई चाहिँ breathingमा ल्याउने हो खासमा धेरै नसोचिकन breathingमा चाहिँ focus गर्ने हो खासमा Om भनेको breathing र voiceमा
audios_segment/audio_01804.wav,अनि यसले चाहिँ दिमाग शान्त mentally आफुलाई silent शान्त गर्नमा चाहिँ मद्दत गर्छ। बिहान तिर कुनै त्यस्तो टाइममा बिहान बिहान best time हो।
audios_segment/audio_01805.wav,उठ्ने बेला किनभने उठ्ने बेला हाम्रो तपाईँको मलाई यो timing पनि मलाई एकदम राम्रो लागेको। हाम्रो सबभन्दा high energy भनेको बिहान हुन्छ नि त जहिले पनि हो अनि बिहान बिहान podcast गर्नु बिहान बिहान
audios_segment/audio_01806.wav,गर्नु भने धेरै राम्रो किनभने पछि त हामी थाकिसकेका हुन्छौँ बिस्तारै बिस्तारै time जाँदै गर्छ दिउँसो हुँदै जान्छ अनि त्यसपछि गलिसकेको हुन्छ जिउ नगरौँ यहाँ त्यहाँ हुन्छ। त्यसैले बिहानको timing भनेको सबभन्दा best time हो। जे गर्नलाई पनि
audios_segment/audio_01807.wav,सबभन्दा high energy time आफ्नो favorite time कुन हो? what's your timeline आजकल कति बजे उठ्ने रहेछ? म अहिले छ बजे उठिरा छु। अहिले चाहिँ छ बजे उठ्छु। अनि बेलुका सुत्ने बेला चाहिँ अब यताउता भागादौड भएर
audios_segment/audio_01808.wav,अलिकति ढिला भइरहेको छ तर छ बजे सम्म आफै आँखा खुल्छ मेरो। म उठ्छु भन्दा नि त्यो normally बानी भइसक्यो। छ बजे हो आफै एक दुई चोटी बानी बसाथ्यो अहिले त आफै timing ६
audios_segment/audio_01809.wav,बजे ट्याक्क उठिसक्छु म। बिहान म चाहिँ म चाहिँ morning person होइन के हैन हुँदै होइन म त एकदम morning person होइन म सानो हुँदा खेरि चाहिँ सुरुमा २००५ मा गर्न थालेको हैन म कल
audios_segment/audio_01810.wav,centerमा काम गर्थेँ हजुर अ सो छ बजे साँझ देखि दुई बजे राति shift सकिन्थ्यो हैन अनि घर आयो होरे सुत्दा खेरि चाहिँ तीन-चार बज्थ्यो। अ सो त्यहाँ बानी बिग्रियो के मेरो
audios_segment/audio_01811.wav,हैन recent आएर चाहिँ अहिले चाहिँ हैन recently यो Novemberको end देखि होला हैन यो २०२४ को Novemberको end देखि होला आज सम्म बिहान के रे साढे छ मा उठ्छु के म
audios_segment/audio_01812.wav,हैन अनि office त कति मेरो timeमा के हो साढे छ बजे सम्म त म यहाँ आइसक्या हुन्छु हैन सो त्यो गर्न थालेको लगभग तीन महिना भयो हैन मेरो त पुरै जिन्दगी नै चेन्ज भएछ नि यार fresh हुन्छ नि एकदमै रु त्यही
audios_segment/audio_01813.wav,हो बिहान सबभन्दा high energy नै हुन्छ। तपाईँको तपाईँलाई आफ्नो lifestyleले कस्तो तपाईँलाई आफै fresh पनि feel भएर होला नि त अहिले बिहान उठ्दा त मसँग त धेरै time भयो भन्ने feel हुन्छ समय त्यही त त्यो
audios_segment/audio_01814.wav,भनेको अलरेडी तपाईँ ५ प्रतिशत मान्छे भन्दा अगाडि हुनुभयो नि त। त्यति बेला सम्म त कति सुतिर पन्चानब्बे प्रतिशत मान्छे त सुतिरा हुन्छ त्यो timeमा तर तपाईँले त्यो गर्नु भनेकै तपाईँ
audios_segment/audio_01815.wav,अरु भन्दा म still ५ प्रतिशत म अगाडि छु भन्ने भयो नि त आफुलाई त्यो feeling आउँछ अ मलाई आउँछ अ यस्तरी आउँछ भन्दा
audios_segment/audio_01816.wav,नि ठ्याक्क के reply दिने यसको मलाई थाहा नै भएन खासमा मलाई हैन मैले भनेको के तपाईँलाई जस्तो त्यो भनेको नै धेरै मान्छेहरु भन्दा अगाडि अलरेडी अगाडि हुनु नि त मलाई नि आउँछ time timeमा तर म खै
audios_segment/audio_01817.wav,म overthink गर्छु अ overthinking मेरो चाहिँ overthinking नै problem छ। mental health चाहिँ सबभन्दा important कुरा रहेछ के त्यो मैले recently केही एक वर्ष
audios_segment/audio_01818.wav,जति भयो होला हैन केही कुरा बिग्रियो भने पनि ठिकै छ भन्न थालेको के। अब केही बिग्रियो ठिकै छ केही एकदम गजब भयो ठिकै छ हैन राम्रै हुन्छ हैन like राम्रै हुन्छ
audios_segment/audio_01819.wav,भन्न थालेको चाहिँ लगभग एक वर्ष डेढ वर्ष जसो भयो होला हैन जहाँ चाहिँ अब कहिलेकाहीँ मिल्नै मिल्दैन के अब त्यो मैले overthink गरेर over सोचेर कति कुरा त आफ्नो
audios_segment/audio_01820.wav,controlमा हुँदैन नि त हैन controlमा हुने कुरा पो त एटलिस्ट try गर्ने हैन अब कति कुरा त controlमै हुँदैन त्यसको बारेमा धेरै सोचेर म के गरुँ जस्तो हुन्छ है अब कतै जाँदै छु म हैन अब अस्ति म एउटा
audios_segment/audio_01821.wav,ठाउँ जाँदै थिएँ पुरा rally हुँदै रहेछ हैन त्यो rallyले गर्दा म आधा घण्टा जस्तो पैतालीस मिनेट ढिलो भएँ अब मेरो controlमै छैन अब म चाहिँ उडेर जान मिलेन अस्ति हो अस्ति
audios_segment/audio_01822.wav,मलाई त्यही भइराको थियो अस्ति rally जुलुस भइरहेको रहेछ मलाई ठ्याक्क Rishi दाइकोमा programमा जानु पर्ने थियो Dhamala दाइकोमा अ जनता जान्न चाहन्छ उहाँकोमा जानु पर्ने थियो। अनि उहाँ
audios_segment/audio_01823.wav,झन् punctual एकदम timeको punctual म यति overthinking गरेँ त्यहाँ के के नभइसक्यो ला म time बिचमा अब जुलुस भइराछ कि अ राजा आउ देश बचाउ हो पुरै जुलुस भइराछ।
audios_segment/audio_01824.wav,मलाई म मैले यति धेरै overthink गरेँ मैले त्यहाँ problem create गरेँ के। ला अब त के के भयो होला ल म timeमा पुगेन पछि त्यहाँ जाँदा त केही पनि भएको रहेनछ के। केही नि भएको रहेनछ। त्यहाँ जाँदा त उल्टो Rishi दाइ फेरि
audios_segment/audio_01825.wav,उहाँले दश-पन्ध्र मिनेट extra लिनुभयो अनि त्यो मैले अलरेडी हुँदै नभएको problem मैले mentally create गरेर त्यस्तो हुँदो रहेछ। आफुलाई stress लिएको हैन यो कहिलेको तस्बिर हो फेरि यो Love
audios_segment/audio_01826.wav,Diaries बेला हो यो त अगाडिको हो। अस्तिको त हामीले फोटो लिनु पाएन उहाँ urgent urgent interview गरिहाल्यौँ अनि उहाँ urgent urgent उहाँ बाहिर जानुपर्ने थियो। उहाँको flight रहेछ दुई बजेको flight
audios_segment/audio_01827.wav,रहेछ तर उहाँले हाम्रो program हाम्रो हामीसँग गर्ने भनेर उहाँले postpone गरेर लगभग ६ बजेको पार्नु भयो flight चाहिँ पार्नु भए रहेछ उ काम गर्न सक्छ यार यो दाइलाई पनि मान्छु यार यो दाइको उर्जा उर्जा मान्छु
